"Index","Date","Accidents"
"3300",2014-01-13,510
"3301",2014-01-14,567
"3302",2014-01-15,423
"3303",2014-01-16,442
"3304",2014-01-17,454
"3305",2014-01-18,298
"3306",2014-01-19,244
"3307",2014-01-20,493
"3308",2014-01-21,426
"3309",2014-01-22,408
"3310",2014-01-23,401
"3311",2014-01-24,516
"3312",2014-01-25,373
"3313",2014-01-26,240
"3314",2014-01-27,428
"3315",2014-01-28,416
"3316",2014-01-29,435
"3317",2014-01-30,398
"3318",2014-01-31,469
"3319",2014-02-01,409
"3320",2014-02-02,272
"3321",2014-02-03,351
"3322",2014-02-04,430
"3323",2014-02-05,431
"3324",2014-02-06,452
"3325",2014-02-07,508
"3326",2014-02-08,369
"3327",2014-02-09,257
"3328",2014-02-10,440
"3329",2014-02-11,414
"3330",2014-02-12,409
"3331",2014-02-13,475
"3332",2014-02-14,426
"3333",2014-02-15,291
"3334",2014-02-16,333
"3335",2014-02-17,345
"3336",2014-02-18,363
"3337",2014-02-19,352
"3338",2014-02-20,370
"3339",2014-02-21,405
"3340",2014-02-22,306
"3341",2014-02-23,253
"3342",2014-02-24,377
"3343",2014-02-25,419
"3344",2014-02-26,428
"3345",2014-02-27,420
"3346",2014-02-28,475
"3347",2014-03-01,392
"3348",2014-03-02,286
"3349",2014-03-03,479
"3350",2014-03-04,445
"3351",2014-03-05,403
"3352",2014-03-06,391
"3353",2014-03-07,487
"3354",2014-03-08,324
"3355",2014-03-09,345
"3356",2014-03-10,403
"3357",2014-03-11,371
"3358",2014-03-12,416
"3359",2014-03-13,415
"3360",2014-03-14,417
"3361",2014-03-15,337
"3362",2014-03-16,350
"3363",2014-03-17,330
"3364",2014-03-18,388
"3365",2014-03-19,358
"3366",2014-03-20,423
"3367",2014-03-21,495
"3368",2014-03-22,348
"3369",2014-03-23,283
"3370",2014-03-24,425
"3371",2014-03-25,405
"3372",2014-03-26,381
"3373",2014-03-27,425
"3374",2014-03-28,411
"3375",2014-03-29,367
"3376",2014-03-30,300
"3377",2014-03-31,315
"3378",2014-04-01,432
"3379",2014-04-02,356
"3380",2014-04-03,393
"3381",2014-04-04,388
"3382",2014-04-05,325
"3383",2014-04-06,229
"3384",2014-04-07,400
"3385",2014-04-08,391
"3386",2014-04-09,416
"3387",2014-04-10,365
"3388",2014-04-11,449
"3389",2014-04-12,291
"3390",2014-04-13,345
"3391",2014-04-14,392
"3392",2014-04-15,430
"3393",2014-04-16,406
"3394",2014-04-17,344
"3395",2014-04-18,349
"3396",2014-04-19,362
"3397",2014-04-20,276
"3398",2014-04-21,284
"3399",2014-04-22,350
"3400",2014-04-23,380
"3401",2014-04-24,409
"3402",2014-04-25,461
"3403",2014-04-26,329
"3404",2014-04-27,293
"3405",2014-04-28,384
"3406",2014-04-29,366
"3407",2014-04-30,413
"3408",2014-05-01,434
"3409",2014-05-02,435
"3410",2014-05-03,386
"3411",2014-05-04,327
"3412",2014-05-05,296
"3413",2014-05-06,406
"3414",2014-05-07,424
"3415",2014-05-08,435
"3416",2014-05-09,471
"3417",2014-05-10,311
"3418",2014-05-11,291
"3419",2014-05-12,443
"3420",2014-05-13,435
"3421",2014-05-14,463
"3422",2014-05-15,488
"3423",2014-05-16,453
"3424",2014-05-17,419
"3425",2014-05-18,375
"3426",2014-05-19,423
"3427",2014-05-20,368
"3428",2014-05-21,482
"3429",2014-05-22,462
"3430",2014-05-23,481
"3431",2014-05-24,353
"3432",2014-05-25,338
"3433",2014-05-26,299
"3434",2014-05-27,396
"3435",2014-05-28,392
"3436",2014-05-29,320
"3437",2014-05-30,355
"3438",2014-05-31,342
"3439",2014-06-01,327
"3440",2014-06-02,380
"3441",2014-06-03,405
"3442",2014-06-04,443
"3443",2014-06-05,463
"3444",2014-06-06,522
"3445",2014-06-07,369
"3446",2014-06-08,347
"3447",2014-06-09,382
"3448",2014-06-10,464
"3449",2014-06-11,422
"3450",2014-06-12,495
"3451",2014-06-13,502
"3452",2014-06-14,338
"3453",2014-06-15,307
"3454",2014-06-16,388
"3455",2014-06-17,421
"3456",2014-06-18,436
"3457",2014-06-19,417
"3458",2014-06-20,472
"3459",2014-06-21,407
"3460",2014-06-22,353
"3461",2014-06-23,449
"3462",2014-06-24,460
"3463",2014-06-25,483
"3464",2014-06-26,453
"3465",2014-06-27,507
"3466",2014-06-28,393
"3467",2014-06-29,332
"3468",2014-06-30,395
"3469",2014-07-01,450
"3470",2014-07-02,396
"3471",2014-07-03,418
"3472",2014-07-04,492
"3473",2014-07-05,410
"3474",2014-07-06,329
"3475",2014-07-07,420
"3476",2014-07-08,431
"3477",2014-07-09,434
"3478",2014-07-10,454
"3479",2014-07-11,483
"3480",2014-07-12,397
"3481",2014-07-13,341
"3482",2014-07-14,364
"3483",2014-07-15,377
"3484",2014-07-16,428
"3485",2014-07-17,489
"3486",2014-07-18,485
"3487",2014-07-19,437
"3488",2014-07-20,330
"3489",2014-07-21,402
"3490",2014-07-22,474
"3491",2014-07-23,465
"3492",2014-07-24,481
"3493",2014-07-25,483
"3494",2014-07-26,389
"3495",2014-07-27,348
"3496",2014-07-28,376
"3497",2014-07-29,423
"3498",2014-07-30,425
"3499",2014-07-31,395
"3500",2014-08-01,527
"3501",2014-08-02,389
"3502",2014-08-03,332
"3503",2014-08-04,401
"3504",2014-08-05,384
"3505",2014-08-06,420
"3506",2014-08-07,393
"3507",2014-08-08,445
"3508",2014-08-09,428
"3509",2014-08-10,313
"3510",2014-08-11,409
"3511",2014-08-12,384
"3512",2014-08-13,441
"3513",2014-08-14,428
"3514",2014-08-15,406
"3515",2014-08-16,315
"3516",2014-08-17,324
"3517",2014-08-18,413
"3518",2014-08-19,401
"3519",2014-08-20,402
"3520",2014-08-21,379
"3521",2014-08-22,449
"3522",2014-08-23,369
"3523",2014-08-24,315
"3524",2014-08-25,364
"3525",2014-08-26,419
"3526",2014-08-27,353
"3527",2014-08-28,400
"3528",2014-08-29,436
"3529",2014-08-30,317
"3530",2014-08-31,352
"3531",2014-09-01,384
"3532",2014-09-02,440
"3533",2014-09-03,369
"3534",2014-09-04,366
"3535",2014-09-05,397
"3536",2014-09-06,336
"3537",2014-09-07,362
"3538",2014-09-08,458
"3539",2014-09-09,470
"3540",2014-09-10,410
"3541",2014-09-11,411
"3542",2014-09-12,453
"3543",2014-09-13,336
"3544",2014-09-14,259
"3545",2014-09-15,418
"3546",2014-09-16,422
"3547",2014-09-17,394
"3548",2014-09-18,420
"3549",2014-09-19,464
"3550",2014-09-20,331
"3551",2014-09-21,346
"3552",2014-09-22,434
"3553",2014-09-23,419
"3554",2014-09-24,470
"3555",2014-09-25,372
"3556",2014-09-26,434
"3557",2014-09-27,351
"3558",2014-09-28,297
"3559",2014-09-29,398
"3560",2014-09-30,411
"3561",2014-10-01,468
"3562",2014-10-02,450
"3563",2014-10-03,512
"3564",2014-10-04,456
"3565",2014-10-05,328
"3566",2014-10-06,531
"3567",2014-10-07,545
"3568",2014-10-08,516
"3569",2014-10-09,530
"3570",2014-10-10,560
"3571",2014-10-11,376
"3572",2014-10-12,294
"3573",2014-10-13,468
"3574",2014-10-14,441
"3575",2014-10-15,431
"3576",2014-10-16,477
"3577",2014-10-17,520
"3578",2014-10-18,326
"3579",2014-10-19,333
"3580",2014-10-20,406
"3581",2014-10-21,411
"3582",2014-10-22,404
"3583",2014-10-23,400
"3584",2014-10-24,443
"3585",2014-10-25,366
"3586",2014-10-26,268
"3587",2014-10-27,393
"3588",2014-10-28,491
"3589",2014-10-29,432
"3590",2014-10-30,413
"3591",2014-10-31,461
"3592",2014-11-01,425
"3593",2014-11-02,319
"3594",2014-11-03,486
"3595",2014-11-04,532
"3596",2014-11-05,464
"3597",2014-11-06,427
"3598",2014-11-07,500
"3599",2014-11-08,407
"3600",2014-11-09,341
"3601",2014-11-10,467
"3602",2014-11-11,488
"3603",2014-11-12,538
"3604",2014-11-13,487
"3605",2014-11-14,532
"3606",2014-11-15,385
"3607",2014-11-16,277
"3608",2014-11-17,429
"3609",2014-11-18,497
"3610",2014-11-19,452
"3611",2014-11-20,453
"3612",2014-11-21,489
"3613",2014-11-22,423
"3614",2014-11-23,317
"3615",2014-11-24,502
"3616",2014-11-25,510
"3617",2014-11-26,481
"3618",2014-11-27,423
"3619",2014-11-28,490
"3620",2014-11-29,389
"3621",2014-11-30,316
"3622",2014-12-01,374
"3623",2014-12-02,456
"3624",2014-12-03,484
"3625",2014-12-04,460
"3626",2014-12-05,554
"3627",2014-12-06,468
"3628",2014-12-07,276
"3629",2014-12-08,540
"3630",2014-12-09,513
"3631",2014-12-10,477
"3632",2014-12-11,472
"3633",2014-12-12,498
"3634",2014-12-13,481
"3635",2014-12-14,294
"3636",2014-12-15,434
"3637",2014-12-16,543
"3638",2014-12-17,445
"3639",2014-12-18,448
"3640",2014-12-19,493
"3641",2014-12-20,303
"3642",2014-12-21,266
"3643",2014-12-22,367
"3644",2014-12-23,346
"3645",2014-12-24,348
"3646",2014-12-25,128
"3647",2014-12-26,265
"3648",2014-12-27,269
"3649",2014-12-28,249
"3650",2014-12-29,285
"3651",2014-12-30,277
"3652",2014-12-31,223
"3653",2015-01-01,235
"3654",2015-01-02,261
"3655",2015-01-03,240
"3656",2015-01-04,214
"3657",2015-01-05,296
"3658",2015-01-06,424
"3659",2015-01-07,355
"3660",2015-01-08,458
"3661",2015-01-09,459
"3662",2015-01-10,279
"3663",2015-01-11,229
"3664",2015-01-12,402
"3665",2015-01-13,504
"3666",2015-01-14,489
"3667",2015-01-15,396
"3668",2015-01-16,491
"3669",2015-01-17,369
"3670",2015-01-18,278
"3671",2015-01-19,395
"3672",2015-01-20,438
"3673",2015-01-21,376
"3674",2015-01-22,383
"3675",2015-01-23,496
"3676",2015-01-24,394
"3677",2015-01-25,248
"3678",2015-01-26,397
"3679",2015-01-27,395
"3680",2015-01-28,424
"3681",2015-01-29,473
"3682",2015-01-30,469
"3683",2015-01-31,334
"3684",2015-02-01,233
"3685",2015-02-02,373
"3686",2015-02-03,414
"3687",2015-02-04,429
"3688",2015-02-05,388
"3689",2015-02-06,451
"3690",2015-02-07,344
"3691",2015-02-08,319
"3692",2015-02-09,442
"3693",2015-02-10,383
"3694",2015-02-11,372
"3695",2015-02-12,342
"3696",2015-02-13,430
"3697",2015-02-14,317
"3698",2015-02-15,252
"3699",2015-02-16,344
"3700",2015-02-17,459
"3701",2015-02-18,406
"3702",2015-02-19,369
"3703",2015-02-20,373
"3704",2015-02-21,347
"3705",2015-02-22,262
"3706",2015-02-23,388
"3707",2015-02-24,410
"3708",2015-02-25,335
"3709",2015-02-26,340
"3710",2015-02-27,435
"3711",2015-02-28,327
"3712",2015-03-01,250
"3713",2015-03-02,416
"3714",2015-03-03,426
"3715",2015-03-04,429
"3716",2015-03-05,360
"3717",2015-03-06,404
"3718",2015-03-07,360
"3719",2015-03-08,316
"3720",2015-03-09,336
"3721",2015-03-10,463
"3722",2015-03-11,352
"3723",2015-03-12,362
"3724",2015-03-13,397
"3725",2015-03-14,263
"3726",2015-03-15,252
"3727",2015-03-16,329
"3728",2015-03-17,358
"3729",2015-03-18,349
"3730",2015-03-19,315
"3731",2015-03-20,385
"3732",2015-03-21,311
"3733",2015-03-22,262
"3734",2015-03-23,366
"3735",2015-03-24,401
"3736",2015-03-25,420
"3737",2015-03-26,382
"3738",2015-03-27,401
"3739",2015-03-28,317
"3740",2015-03-29,245
"3741",2015-03-30,336
"3742",2015-03-31,376
"3743",2015-04-01,332
"3744",2015-04-02,354
"3745",2015-04-03,303
"3746",2015-04-04,278
"3747",2015-04-05,245
"3748",2015-04-06,352
"3749",2015-04-07,334
"3750",2015-04-08,334
"3751",2015-04-09,345
"3752",2015-04-10,397
"3753",2015-04-11,335
"3754",2015-04-12,254
"3755",2015-04-13,306
"3756",2015-04-14,420
"3757",2015-04-15,401
"3758",2015-04-16,389
"3759",2015-04-17,409
"3760",2015-04-18,347
"3761",2015-04-19,251
"3762",2015-04-20,424
"3763",2015-04-21,412
"3764",2015-04-22,438
"3765",2015-04-23,437
"3766",2015-04-24,435
"3767",2015-04-25,358
"3768",2015-04-26,313
"3769",2015-04-27,410
"3770",2015-04-28,439
"3771",2015-04-29,411
"3772",2015-04-30,411
"3773",2015-05-01,398
"3774",2015-05-02,346
"3775",2015-05-03,301
"3776",2015-05-04,317
"3777",2015-05-05,409
"3778",2015-05-06,401
"3779",2015-05-07,421
"3780",2015-05-08,418
"3781",2015-05-09,315
"3782",2015-05-10,257
"3783",2015-05-11,364
"3784",2015-05-12,433
"3785",2015-05-13,476
"3786",2015-05-14,437
"3787",2015-05-15,441
"3788",2015-05-16,378
"3789",2015-05-17,312
"3790",2015-05-18,431
"3791",2015-05-19,434
"3792",2015-05-20,441
"3793",2015-05-21,412
"3794",2015-05-22,388
"3795",2015-05-23,336
"3796",2015-05-24,274
"3797",2015-05-25,261
"3798",2015-05-26,350
"3799",2015-05-27,348
"3800",2015-05-28,361
"3801",2015-05-29,370
"3802",2015-05-30,334
"3803",2015-05-31,277
"3804",2015-06-01,382
"3805",2015-06-02,400
"3806",2015-06-03,420
"3807",2015-06-04,464
"3808",2015-06-05,446
"3809",2015-06-06,381
"3810",2015-06-07,368
"3811",2015-06-08,427
"3812",2015-06-09,409
"3813",2015-06-10,448
"3814",2015-06-11,493
"3815",2015-06-12,431
"3816",2015-06-13,378
"3817",2015-06-14,288
"3818",2015-06-15,371
"3819",2015-06-16,383
"3820",2015-06-17,394
"3821",2015-06-18,405
"3822",2015-06-19,421
"3823",2015-06-20,333
"3824",2015-06-21,300
"3825",2015-06-22,418
"3826",2015-06-23,421
"3827",2015-06-24,391
"3828",2015-06-25,430
"3829",2015-06-26,462
"3830",2015-06-27,364
"3831",2015-06-28,304
"3832",2015-06-29,427
"3833",2015-06-30,499
"3834",2015-07-01,471
"3835",2015-07-02,467
"3836",2015-07-03,509
"3837",2015-07-04,391
"3838",2015-07-05,341
"3839",2015-07-06,409
"3840",2015-07-07,463
"3841",2015-07-08,412
"3842",2015-07-09,455
"3843",2015-07-10,452
"3844",2015-07-11,401
"3845",2015-07-12,359
"3846",2015-07-13,483
"3847",2015-07-14,365
"3848",2015-07-15,427
"3849",2015-07-16,396
"3850",2015-07-17,468
"3851",2015-07-18,372
"3852",2015-07-19,323
"3853",2015-07-20,410
"3854",2015-07-21,434
"3855",2015-07-22,377
"3856",2015-07-23,377
"3857",2015-07-24,463
"3858",2015-07-25,430
"3859",2015-07-26,359
"3860",2015-07-27,391
"3861",2015-07-28,359
"3862",2015-07-29,381
"3863",2015-07-30,378
"3864",2015-07-31,448
"3865",2015-08-01,364
"3866",2015-08-02,357
"3867",2015-08-03,350
"3868",2015-08-04,375
"3869",2015-08-05,351
"3870",2015-08-06,401
"3871",2015-08-07,423
"3872",2015-08-08,386
"3873",2015-08-09,350
"3874",2015-08-10,333
"3875",2015-08-11,389
"3876",2015-08-12,381
"3877",2015-08-13,364
"3878",2015-08-14,445
"3879",2015-08-15,359
"3880",2015-08-16,292
"3881",2015-08-17,330
"3882",2015-08-18,365
"3883",2015-08-19,415
"3884",2015-08-20,370
"3885",2015-08-21,386
"3886",2015-08-22,379
"3887",2015-08-23,340
"3888",2015-08-24,401
"3889",2015-08-25,415
"3890",2015-08-26,407
"3891",2015-08-27,377
"3892",2015-08-28,443
"3893",2015-08-29,341
"3894",2015-08-30,278
"3895",2015-08-31,303
"3896",2015-09-01,351
"3897",2015-09-02,411
"3898",2015-09-03,324
"3899",2015-09-04,369
"3900",2015-09-05,332
"3901",2015-09-06,325
"3902",2015-09-07,396
"3903",2015-09-08,362
"3904",2015-09-09,345
"3905",2015-09-10,467
"3906",2015-09-11,507
"3907",2015-09-12,400
"3908",2015-09-13,326
"3909",2015-09-14,452
"3910",2015-09-15,445
"3911",2015-09-16,437
"3912",2015-09-17,444
"3913",2015-09-18,425
"3914",2015-09-19,389
"3915",2015-09-20,320
"3916",2015-09-21,459
"3917",2015-09-22,429
"3918",2015-09-23,443
"3919",2015-09-24,452
"3920",2015-09-25,472
"3921",2015-09-26,369
"3922",2015-09-27,370
"3923",2015-09-28,451
"3924",2015-09-29,441
"3925",2015-09-30,488
"3926",2015-10-01,510
"3927",2015-10-02,524
"3928",2015-10-03,339
"3929",2015-10-04,324
"3930",2015-10-05,480
"3931",2015-10-06,503
"3932",2015-10-07,446
"3933",2015-10-08,429
"3934",2015-10-09,466
"3935",2015-10-10,309
"3936",2015-10-11,306
"3937",2015-10-12,399
"3938",2015-10-13,402
"3939",2015-10-14,465
"3940",2015-10-15,398
"3941",2015-10-16,391
"3942",2015-10-17,300
"3943",2015-10-18,268
"3944",2015-10-19,363
"3945",2015-10-20,431
"3946",2015-10-21,490
"3947",2015-10-22,384
"3948",2015-10-23,388
"3949",2015-10-24,357
"3950",2015-10-25,305
"3951",2015-10-26,396
"3952",2015-10-27,370
"3953",2015-10-28,415
"3954",2015-10-29,444
"3955",2015-10-30,443
"3956",2015-10-31,364
"3957",2015-11-01,348
"3958",2015-11-02,364
"3959",2015-11-03,399
"3960",2015-11-04,480
"3961",2015-11-05,535
"3962",2015-11-06,495
"3963",2015-11-07,393
"3964",2015-11-08,298
"3965",2015-11-09,396
"3966",2015-11-10,418
"3967",2015-11-11,406
"3968",2015-11-12,491
"3969",2015-11-13,513
"3970",2015-11-14,375
"3971",2015-11-15,264
"3972",2015-11-16,380
"3973",2015-11-17,423
"3974",2015-11-18,465
"3975",2015-11-19,410
"3976",2015-11-20,465
"3977",2015-11-21,398
"3978",2015-11-22,266
"3979",2015-11-23,421
"3980",2015-11-24,424
"3981",2015-11-25,430
"3982",2015-11-26,441
"3983",2015-11-27,492
"3984",2015-11-28,413
"3985",2015-11-29,302
"3986",2015-11-30,473
"3987",2015-12-01,438
"3988",2015-12-02,434
"3989",2015-12-03,459
"3990",2015-12-04,520
"3991",2015-12-05,325
"3992",2015-12-06,293
"3993",2015-12-07,436
"3994",2015-12-08,435
"3995",2015-12-09,466
"3996",2015-12-10,490
"3997",2015-12-11,491
"3998",2015-12-12,368
"3999",2015-12-13,285
"4000",2015-12-14,434
"4001",2015-12-15,495
"4002",2015-12-16,458
"4003",2015-12-17,412
"4004",2015-12-18,425
"4005",2015-12-19,344
"4006",2015-12-20,296
"4007",2015-12-21,410
"4008",2015-12-22,403
"4009",2015-12-23,428
"4010",2015-12-24,319
"4011",2015-12-25,180
"4012",2015-12-26,231
"4013",2015-12-27,259
"4014",2015-12-28,202
"4015",2015-12-29,301
"4016",2015-12-30,270
"4017",2015-12-31,323
