title,series,author,rating,language,genres,pages,publisher,publish year,numRatings,likedPercent,price
A Death in the Family,,James Agee,3.91,English,"['Fiction', 'Classics', 'Literature', 'Novels', 'Literary Fiction', 'American', 'Historical Fiction', 'Family', 'Southern', '20th Century']",320,Vintage,1998,14044,91,3.1
Once Upon a Marigold,Upon a Marigold #1,Jean Ferris,3.99,English,"['Fantasy', 'Young Adult', 'Romance', 'Fairy Tales', 'Middle Grade', 'Fiction', 'Childrens', 'Humor', 'Adventure', 'Juvenile']",271,"Harcourt, Inc.",2004,23912,93,2.86
The Reivers,,William Faulkner,3.79,English,"['Fiction', 'Classics', 'Literature', 'Historical Fiction', 'Novels', 'American', 'Humor', 'Southern', 'Literary Fiction', 'Nobel Prize']",305,Vintage International,1992,6559,90,5.88
The Hellbound Heart,,Clive Barker (Goodreads Author),4.05,English,"['Horror', 'Fiction', 'Fantasy', 'Supernatural', 'Paranormal', 'Novella', 'Short Stories', 'Novels', 'Dark Fantasy', 'Demons']",164,HarperTorch,1991,38699,95,22.03
An Irish Country Doctor,Irish Country #1,Patrick Taylor (Goodreads Author),3.88,English,"['Fiction', 'Historical Fiction', 'Ireland', 'Humor', 'Irish Literature', 'Audiobook', 'Historical', 'Adult Fiction', 'Adult', 'Medical']",351,Forge,2007,14585,94,3.32
Beautiful Boy: A Father's Journey Through His Son's Addiction,,David Sheff (Goodreads Author),4.09,English,"['Nonfiction', 'Memoir', 'Biography', 'Audiobook', 'Biography Memoir', 'Psychology', 'Mental Health', 'Parenting', 'Adult', 'Family']",340,Mariner Books,2018,61994,96,5.8
The Assassin and the Empire,Throne of Glass #0.5,Sarah J. Maas (Goodreads Author),4.42,English,"['Fantasy', 'Young Adult', 'Short Stories', 'Novella', 'Romance', 'Fiction', 'High Fantasy', 'New Adult', 'Young Adult Fantasy', 'Magic']",94,Bloomsbury USA Children's,2012,27012,97,
Play It As It Lays,,"Joan Didion, David Thomson (Introduction)",3.88,English,"['Fiction', 'Classics', 'Novels', 'Literary Fiction', 'Literature', 'Contemporary', '20th Century', 'American', 'Feminism', 'Adult Fiction']",231,"Farrar, Straus and Giroux",2005,29046,92,12.82
UnDivided,Unwind Dystology #4,Neal Shusterman (Goodreads Author),4.47,English,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Thriller', 'Romance', 'Teen', 'Adventure', 'Horror']",372,Simon & Schuster,2014,19775,98,
Goddess of the Rose,Goddess Summoning #4,P.C. Cast (Goodreads Author),4.14,English,"['Romance', 'Fantasy', 'Mythology', 'Paranormal Romance', 'Paranormal', 'Fiction', 'Magic', 'Adult', 'Greek Mythology', 'Beauty and The Beast']",345,Berkley Sensation,2006,6572,94,4.6
Pyongyang: A Journey in North Korea,,Guy Delisle,3.92,English,"['Graphic Novels', 'Comics', 'Nonfiction', 'Travel', 'Memoir', 'Bande Dessinée', 'Asia', 'Graphic Novels Comics', 'Biography', 'Politics']",192,Drawn and Quarterly,2007,20753,93,7.1
The Rice Mother,,Rani Manicka (Goodreads Author),4.13,English,"['Historical Fiction', 'Fiction', 'Asia', 'India', 'Historical', 'Asian Literature', 'Cultural', 'Contemporary', 'Drama', 'Literary Fiction']",432,Penguin Books,2004,5638,95,4.76
The Dangerous Days of Daniel X,Daniel X #1,"James Patterson (Goodreads Author), Michael Ledwidge, Ned Rust, Adam Sadler (Contributor)",3.58,English,"['Young Adult', 'Science Fiction', 'Fantasy', 'Fiction', 'Aliens', 'Adventure', 'Teen', 'Paranormal', 'Action', 'Supernatural']",238,Little Brown and Company,2008,16770,82,3.91
Family Matters,,Rohinton Mistry,4.02,English,"['Fiction', 'India', 'Indian Literature', 'Canada', 'Asia', 'Literature', 'Contemporary', 'Family', 'Literary Fiction', 'Novels']",500,Vintage,2003,21311,96,6.88
A Heart So White,,"Javier Marías, Margaret Jull Costa (Translator)",4.01,English,"['Fiction', 'Spanish Literature', 'Spain', 'Novels', 'Literature', 'Contemporary', '20th Century', 'Literary Fiction', 'Classics', 'Modern Classics']",280,New Directions,2002,8508,93,7.7
Shane,,"Jack Schaefer, Wendell Minor (Illustrations)",3.86,English,"['Westerns', 'Fiction', 'Classics', 'Historical Fiction', 'Young Adult', 'Historical', 'Adventure', 'Novels', 'American', 'Literature']",135,HMH Books for Young Readers,2001,10001,91,8.88
Shattered Mirror,Den of Shadows #3,Amelia Atwater-Rhodes (Goodreads Author),4.03,English,"['Young Adult', 'Fantasy', 'Vampires', 'Paranormal', 'Romance', 'Fiction', 'Supernatural', 'Horror', 'Urban Fantasy', 'Teen']",240,Laurel Leaf,2003,9955,93,3.16
"The Professor and the Madman: A Tale of Murder, Insanity and the Making of the Oxford English Dictionary",,Simon Winchester,3.84,English,"['Nonfiction', 'History', 'Biography', 'Language', 'Books About Books', 'Historical', 'True Crime', 'Audiobook', 'Biography Memoir', 'Linguistics']",242,Harper Perennial,1905,97960,91,8.93
The Assassin and the Pirate Lord,Throne of Glass #0.1,Sarah J. Maas (Goodreads Author),4.24,English,"['Fantasy', 'Young Adult', 'Short Stories', 'Novella', 'Fiction', 'High Fantasy', 'Romance', 'Adventure', 'New Adult', 'Young Adult Fantasy']",70,Bloomsbury Children’s,2012,32876,97,
The Calling,Endgame #1,"James Frey, Nils Johnson-Shelton",3.74,English,"['Young Adult', 'Fantasy', 'Science Fiction', 'Dystopia', 'Fiction', 'Adventure', 'Aliens', 'Mystery', 'Thriller', 'Apocalyptic']",461,HarperTeen,2014,17371,87,4.67
Last of the Wilds,Age of the Five #2,Trudi Canavan,4.03,English,"['Fantasy', 'Fiction', 'High Fantasy', 'Magic', 'Young Adult', 'Epic Fantasy', 'Romance', 'Science Fiction Fantasy', 'Gods', 'Audiobook']",558,HarperCollins Publishers Inc.,2006,12596,95,2.99
The Dirt: Confessions of the World's Most Notorious Rock Band,,"Neil Strauss (Goodreads Author) (Editor), Vince Neil, Nikki Sixx, Mick Mars, Tommy Lee",4.15,English,"['Music', 'Nonfiction', 'Biography', 'Memoir', 'Autobiography', 'Biography Memoir', 'Rock N Roll', 'Adult', 'Pop Culture', 'Music Biography']",431,Dey Street Books,2002,34282,94,3.59
Animorphs,Animorphs #1-54,"K.A. Applegate, Katherine Applegate",4.36,English,"['Science Fiction', 'Childrens', 'Fiction', 'Young Adult', 'Fantasy', 'Animals', 'Science Fiction Fantasy', 'Middle Grade', 'Aliens', 'Adventure']",8245,Hippo Books,1997,4023,97,
The Sign of the Beaver,,Elizabeth George Speare,3.82,English,"['Historical Fiction', 'Fiction', 'Young Adult', 'Childrens', 'Classics', 'Middle Grade', 'Adventure', 'School', 'Historical', 'Survival']",148,Houghton Mifflin Harcourt,1983,31421,90,
The Doll's House,The Sandman #2,"Neil Gaiman (Goodreads Author), Steve Parkhouse (Illustrator), Chris Bachalo (Illustrator), Michael Zulli (Illustrator), Mike Dringenberg (Illustrator), Malcolm Jones III (Illustrator), Todd Klein (Letterer), Clive Barker (Goodreads Author) (Introduction)",4.44,English,"['Graphic Novels', 'Comics', 'Fantasy', 'Fiction', 'Horror', 'Graphic Novels Comics', 'Comic Book', 'Mythology', 'Urban Fantasy', 'Science Fiction Fantasy']",232,Vertigo,1999,79100,99,70.2
The Wretched of the Earth,,"Frantz Fanon, Jean-Paul Sartre (Preface), Richard Philcox (Translator), Homi K. Bhabha (Foreword)",4.23,English,"['Nonfiction', 'History', 'Philosophy', 'Politics', 'Race', 'Africa', 'Theory', 'Psychology', 'Sociology', 'Classics']",320,Grove Press,1905,17492,95,13.73
Princess in Love,The Princess Diaries #3,Meg Cabot (Goodreads Author),3.77,English,"['Young Adult', 'Romance', 'Chick Lit', 'Fiction', 'Contemporary', 'Teen', 'Childrens', 'Humor', 'Realistic Fiction', 'Young Adult Contemporary']",260,HarperTrophy,1905,50649,91,4.73
Flutter,My Blood Approves #3,Amanda Hocking (Goodreads Author),3.97,English,"['Vampires', 'Young Adult', 'Paranormal', 'Fantasy', 'Romance', 'Paranormal Romance', 'Supernatural', 'Urban Fantasy', 'Fiction', 'Teen']",307,Lulu,2010,18830,93,7.21
The Black Book,,"Orhan Pamuk, Maureen Freely (Translator)",3.92,English,"['Fiction', 'Turkish Literature', 'Turkish', 'Mystery', 'Novels', 'Literature', 'Nobel Prize', 'Literary Fiction', 'Contemporary', '20th Century']",466,Vintage,2006,9832,90,2.86
A Walk Across America,,Peter Jenkins,4.04,English,"['Travel', 'Nonfiction', 'Memoir', 'Adventure', 'Biography', 'Outdoors', 'Autobiography', 'Biography Memoir', 'Nature', 'Walking']",320,William Morrow Paperbacks,2001,10982,94,2.98
Heart's Blood,,Juliet Marillier (Goodreads Author),4.09,English,"['Fantasy', 'Romance', 'Retellings', 'Fairy Tales', 'Young Adult', 'Historical Fiction', 'Magic', 'Beauty and The Beast', 'Fiction', 'Historical']",405,Tor/Pan Macmillan UK,2009,14246,95,9.7
Pulse,Collide #2,Gail McHugh (Goodreads Author),4.27,English,"['Romance', 'New Adult', 'Contemporary Romance', 'Contemporary', 'Erotica', 'Adult', 'Erotic Romance', 'Abuse', 'Drama', 'Love']",426,Atria Books,2014,44278,95,9.43
The Transall Saga,,Gary Paulsen,4.21,English,"['Science Fiction', 'Young Adult', 'Fantasy', 'Fiction', 'Adventure', 'Time Travel', 'Survival', 'Childrens', 'Teen', 'Dystopia']",256,Laurel Leaf,1999,4549,95,6.47
A Work in Progress,,Connor Franta,4.25,English,"['Nonfiction', 'Memoir', 'Biography', 'LGBT', 'Autobiography', 'Contemporary', 'Audiobook', 'Self Help', 'Biography Memoir', 'Poetry']",212,Atria/Keywords Press,2015,18021,93,1.45
Wolf by Wolf,Wolf by Wolf #1,Ryan Graudin (Goodreads Author),4.23,English,"['Historical Fiction', 'Young Adult', 'Fantasy', 'Historical', 'Alternate History', 'Science Fiction', 'Fiction', 'Dystopia', 'Adventure', 'World War II']",388,"Little, Brown Books for Young Readers",2015,17799,96,6.83
The Girl Who Drank the Moon,,Kelly Barnhill (Goodreads Author),4.1,English,"['Fantasy', 'Middle Grade', 'Fiction', 'Young Adult', 'Childrens', 'Magic', 'Audiobook', 'Dragons', 'Witches', 'Juvenile']",388,Algonquin Young Readers,2016,54401,93,4.95
An Apple A Day (Old-Fashioned Proverbs and Why They Work),,Caroline Taggart (Goodreads Author),3.49,English,"['Nonfiction', 'Reference', 'Writing', 'Language']",192,Michael O'Mara,2009,227,83,1.45
These Old Shades,Alastair-Audley Tetralogy #1,Georgette Heyer,4.08,English,"['Romance', 'Historical Fiction', 'Historical Romance', 'Historical', 'Fiction', 'Regency', 'Classics', 'Regency Romance', 'Georgian', 'France']",352,Arrow,2001,15956,93,3.28
The Psychopath Test: A Journey Through the Madness Industry,,Jon Ronson,3.94,English,"['Nonfiction', 'Psychology', 'Science', 'Mental Health', 'Audiobook', 'Sociology', 'Mental Illness', 'Journalism', 'Humor', 'Crime']",275,Riverhead Books,2012,122876,93,6.72
The Road to Serfdom,,Friedrich A. Hayek,4.17,English,"['Economics', 'Politics', 'Philosophy', 'Nonfiction', 'History', 'Classics', 'Political Science', 'Business', 'Sociology', 'Finance']",274,University Of Chicago Press,1994,18721,94,6.1
Just for You,Little Critter,Mercer Mayer (Author & Illustrator),4.28,English,"['Childrens', 'Picture Books', 'Fiction', 'Kids', 'Family', 'Classics', 'Humor', 'Animals', 'Storytime', 'Young Readers']",24,"Golden Books Publishing Company, Inc.",1998,25997,96,4.39
Trials of Death,Cirque du Freak #5,Darren Shan (Goodreads Author),4.25,English,"['Fantasy', 'Young Adult', 'Horror', 'Vampires', 'Fiction', 'Paranormal', 'Supernatural', 'Adventure', 'Urban Fantasy', 'Middle Grade']",202,"Little, Brown Books for Young Readers",2008,27949,97,5.26
Two-Way Street,,Lauren Barnholdt (Goodreads Author),3.79,English,"['Young Adult', 'Romance', 'Contemporary', 'Chick Lit', 'Road Trip', 'Realistic Fiction', 'Teen', 'Fiction', 'Young Adult Contemporary', 'New Adult']",288,Simon Pulse,2007,45118,89,2.91
The Elephant Whisperer,Elephant Whisperer,"Lawrence Anthony, Graham Spence",4.48,English,"['Nonfiction', 'Animals', 'Africa', 'Memoir', 'Nature', 'Biography', 'Audiobook', 'Biography Memoir', 'South Africa', 'Wildlife']",368,Sidgwick & Jackson Ltd,2009,17657,99,12.29
Against Nature,,"Joris-Karl Huysmans, Robert Baldick (Translator), Patrick McGuinness (Annotations)",3.86,English,"['Fiction', 'Classics', 'France', 'French Literature', 'Literature', '19th Century', 'Philosophy', 'Novels', 'Literary Fiction', 'Roman']",242,Penguin,2003,10414,89,5.46
The Wide Game,"Harmony, Indiana #1",Michael West (Goodreads Author),3.88,English,"['Horror', 'Mystery', 'Paranormal', 'Suspense', 'Fantasy', 'Fiction', 'Novels', 'Mystery Thriller', 'Gothic', 'Supernatural']",317,Seventh Star Press,2013,201,88,21.11
Robopocalypse,Robopocalypse #1,Daniel H. Wilson (Goodreads Author),3.69,English,"['Science Fiction', 'Fiction', 'Post Apocalyptic', 'Dystopia', 'Robots', 'Apocalyptic', 'Thriller', 'Science Fiction Fantasy', 'Audiobook', 'Fantasy']",347,Doubleday,2011,35512,88,3.32
حديث الصباح والمساء,,"Naguib Mahfouz, نجيب محفوظ",4.01,Arabic,"['Novels', 'Fiction', 'Literature', 'Egypt', 'Classics', 'Media Tie In', '20th Century', 'Africa', 'Egyptian Literature', 'Philosophy']",216,مكتبة مصر,1905,6079,92,
The Divan,,Hafez,4.63,English,"['Poetry', 'Classics', 'Iran', 'Literature', 'Spirituality', 'Nonfiction', 'Islam', 'Philosophy', '14th Century', 'Mysticism']",566,جیحون,1905,7386,97,55.73
Undaunted Courage: The Pioneering First Mission to Explore America's Wild Frontier,,Stephen E. Ambrose,4.19,English,"['History', 'Nonfiction', 'Biography', 'American History', 'Adventure', 'Historical', 'Travel', 'Westerns', 'Audiobook', 'American']",592,Simon & Schuster,2003,51489,95,3.47
Reaper's Gale,Malazan Book of the Fallen #7,Steven Erikson (Goodreads Author),4.37,English,"['Fantasy', 'Epic Fantasy', 'Fiction', 'High Fantasy', 'Epic', 'Dark Fantasy', 'Science Fiction Fantasy', 'War', 'Adventure', 'Military Fiction']",928,Bantam Press,2007,26637,98,17.08
Pay It Forward,,Catherine Ryan Hyde (Goodreads Author),4.17,English,"['Fiction', 'Contemporary', 'Inspirational', 'Drama', 'Young Adult', 'Novels', 'Realistic Fiction', 'Media Tie In', 'Adult', 'Adult Fiction']",311,Pocket Books,2000,23505,95,3.84
Ghost World,,Daniel Clowes,3.83,English,"['Comics', 'Graphic Novels', 'Fiction', 'Graphic Novels Comics', 'Young Adult', 'Comic Book', 'Coming Of Age', 'Comix', 'Contemporary', 'American']",80,Fantagraphics,2001,66612,88,7.05
Misguided Angel,Blue Bloods #5,Melissa de la Cruz (Goodreads Author),3.93,English,"['Vampires', 'Young Adult', 'Fantasy', 'Paranormal', 'Angels', 'Romance', 'Urban Fantasy', 'Paranormal Romance', 'Supernatural', 'Fiction']",265,Hyperion,2010,37656,91,3.93
Moonwalking with Einstein: The Art and Science of Remembering Everything,,Joshua Foer (Goodreads Author),3.88,English,"['Nonfiction', 'Science', 'Psychology', 'Self Help', 'Memoir', 'Audiobook', 'Personal Development', 'Biography', 'Education', 'Brain']",307,"Penguin Press HC, The",2011,73575,92,5.26
Goddess Interrupted,Goddess Test #2,Aimee Carter (Goodreads Author),4,English,"['Mythology', 'Young Adult', 'Fantasy', 'Romance', 'Greek Mythology', 'Paranormal', 'Fiction', 'Paranormal Romance', 'Supernatural', 'Teen']",305,Harlequin Teen,2012,30295,92,8.99
The Evolution of Calpurnia Tate,Calpurnia Tate #1,Jacqueline Kelly (Goodreads Author),3.97,English,"['Historical Fiction', 'Young Adult', 'Fiction', 'Middle Grade', 'Historical', 'Childrens', 'Juvenile', 'Coming Of Age', 'Family', 'Realistic Fiction']",344,Henry Holt and Company,1905,30192,92,5.09
Die Mitte der Welt,,Andreas Steinhöfel,4.21,German,"['Young Adult', 'LGBT', 'German Literature', 'Fiction', 'Contemporary', 'Queer', 'Romance', 'Coming Of Age', 'Gay', 'Novels']",462,"Fischer (Tb.), Frankfurt",2000,3192,94,3.83
"Death Note, Vol. 2: Confluence",Death Note #2,"Tsugumi Ohba, Takeshi Obata (Illustrator), Pookie Rolf (Translator)",4.45,English,"['Manga', 'Graphic Novels', 'Fantasy', 'Comics', 'Fiction', 'Horror', 'Mystery', 'Young Adult', 'Thriller', 'Crime']",197,VIZ Media LLC,2005,30948,98,5.77
Spring Snow,The Sea of Fertility #1,"Yukio Mishima, Michael Gallagher (Goodreads Author) (Translator)",4.15,English,"['Fiction', 'Japan', 'Japanese Literature', 'Historical Fiction', 'Classics', 'Literature', 'Asia', 'Novels', 'Romance', 'Asian Literature']",389,Vintage,2000,12256,96,10.42
Keeping You a Secret,,Julie Anne Peters,3.95,English,"['LGBT', 'Young Adult', 'Romance', 'Fiction', 'Lesbian', 'Queer', 'Contemporary', 'Realistic Fiction', 'Gay', 'Lesbian Fiction']",250,"Megan Tingley Books - Little, Brown and Company",2005,32717,90,3.89
Micah,"Anita Blake, Vampire Hunter #13",Laurell K. Hamilton (Goodreads Author),3.64,English,"['Urban Fantasy', 'Paranormal', 'Vampires', 'Fantasy', 'Romance', 'Paranormal Romance', 'Fiction', 'Horror', 'Supernatural', 'Shapeshifters']",245,Berkley Books,2006,42899,82,3.35
Return to Paradise,Leaving Paradise #2,Simone Elkeles (Goodreads Author),4.04,English,"['Young Adult', 'Romance', 'Contemporary', 'Realistic Fiction', 'New Adult', 'Contemporary Romance', 'Chick Lit', 'Young Adult Romance', 'Fiction', 'Young Adult Contemporary']",291,Flux,2010,32674,92,2.91
India After Gandhi: The History of the World's Largest Democracy,,Ramachandra Guha,4.38,English,"['History', 'India', 'Nonfiction', 'Politics', 'Indian Literature', 'Asia', 'Historical', 'World History', 'Unfinished', 'Cultural']",912,Ecco,2007,14619,97,8.92
What Happened to Lani Garver,,Carol Plum-Ucci,4.03,English,"['Young Adult', 'Fiction', 'LGBT', 'Mystery', 'Contemporary', 'Queer', 'Teen', 'Realistic Fiction', 'Coming Of Age', 'Fantasy']",336,HMH Books for Young Readers,2004,3451,92,4.94
Fighting Redemption,,Kate McCarthy (Goodreads Author),4.21,English,"['Romance', 'New Adult', 'Military Fiction', 'Contemporary Romance', 'Contemporary', 'War', 'Abuse', 'Military Romance', 'Adult', 'Drama']",346,Smashwords Edition,2013,10851,94,
Good Wives,"Little Women #1, part 2",Louisa May Alcott,3.95,English,"['Classics', 'Fiction', 'Romance', 'Young Adult', 'Historical Fiction', 'Childrens', 'Historical', '19th Century', 'American', 'Classic Literature']",248,Kessinger,2004,25036,93,
The Bands of Mourning,Mistborn #6,Brandon Sanderson (Goodreads Author),4.41,English,"['Fantasy', 'Fiction', 'Steampunk', 'Epic Fantasy', 'High Fantasy', 'Audiobook', 'Adult', 'Adventure', 'Magic', 'Science Fiction Fantasy']",448,Tor,2016,73966,98,
Forgotten Bones,Dead Remaining #1,Vivian Barz (Goodreads Author),4.1,English,"['Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Horror', 'Crime', 'Suspense', 'Paranormal', 'Contemporary', 'Novels']",302,Thomas & Mercer,2019,18366,94,12.6
The Dress Lodger,,Sheri Holman,3.57,English,"['Historical Fiction', 'Fiction', 'Historical', 'British Literature', '19th Century', 'Mystery', 'Adult', 'Novels', 'Victorian', 'Medicine']",291,Ballantine Books,2001,7338,85,3.67
Tiger Eyes,,Judy Blume (Goodreads Author),3.88,English,"['Young Adult', 'Fiction', 'Childrens', 'Realistic Fiction', 'Contemporary', 'Teen', 'Coming Of Age', 'Romance', 'Banned Books', 'Classics']",218,Macmillan Children's Books,2005,15285,94,2.74
99 francs,Octave Parango #1,Frédéric Beigbeder,3.57,French,"['Fiction', 'France', 'Contemporary', 'French Literature', 'Novels', 'Roman', 'Literature', 'Modern', 'Humor', 'Business']",304,Gallimard,2004,12934,84,2.95
تأملات فى الإنسان,,رجاء النقاش,3.9,Arabic,"['Psychology', 'Philosophy', 'Literature']",286,دار المريخ للنشر,1905,844,90,
Dark Prince,Dark #1,Christine Feehan (Goodreads Author),4,English,"['Paranormal Romance', 'Romance', 'Paranormal', 'Vampires', 'Fantasy', 'Adult', 'Fiction', 'Urban Fantasy', 'Supernatural', 'Dark']",447,Leisure Books,2005,51596,89,3.4
